"Coins"	"AdditionalReward"	"Variety"	"StartTime"	"HasEnded"	"HasWinner"	"EndTime"	"NextRaffleVariety"	"WinnerName"	"WasSniped"	"Fact"	"NumberOfPlayers"	"NumberOfPlayersJoined"	"NumberOfPlayersFailed"	"Duration"	"WinChancePerJoinedPlayer"
"61"	"TimeWarpPower"	"Raffle"	"2021-12-04T18:06:35"	"True"	"True"	"2021-12-04T18:07:35"	"Raffle"	"JK_3"	"False"	""	"6"	"5"	"1"	"00:01:00"	"0,2"
"6"	"FreeCachePower"	"Raffle"	"2021-12-04T18:59:36"	"True"	"True"	"2021-12-04T19:00:36"	"Raffle"	"Master Hot"	"False"	""	"6"	"6"	"0"	"00:01:00"	"0,16666666666666666"
"5"	"SuperchargeMinePower"	"Raffle"	"2021-12-04T19:42:36"	"True"	"True"	"2021-12-04T19:43:36"	"Raffle"	"Splat"	"False"	""	"11"	"10"	"1"	"00:01:00"	"0,1"
"6"	"FreeCachePower"	"Raffle"	"2021-12-04T21:35:36"	"True"	"True"	"2021-12-04T21:36:36"	"Raffle"	"Meow Meow "	"False"	""	"12"	"11"	"1"	"00:01:00"	"0,09090909090909091"
"5"	"FreeCachePower"	"Raffle"	"2021-12-04T23:09:37"	"True"	"True"	"2021-12-04T23:10:37"	"Raffle"	"Splat"	"False"	""	"10"	"9"	"1"	"00:01:00"	"0,1111111111111111"
"5"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-05T00:27:37"	"True"	"True"	"2021-12-05T00:28:37"	"Raffle"	"Lefty"	"False"	""	"7"	"7"	"0"	"00:01:00"	"0,14285714285714285"
"4"	"MarketRaidPower"	"Raffle"	"2021-12-05T00:46:37"	"True"	"True"	"2021-12-05T00:47:38"	"Raffle"	"General Re"	"False"	""	"9"	"9"	"0"	"00:01:01"	"0,1111111111111111"
"5"	"TimeWarpPower"	"Raffle"	"2021-12-05T02:44:38"	"True"	"True"	"2021-12-05T02:45:38"	"Waffle"	"stinkfoot"	"False"	""	"6"	"5"	"1"	"00:01:00"	"0,2"
"7"	"TimeWarpPower"	"Raffle"	"2021-12-05T03:37:38"	"True"	"True"	"2021-12-05T03:38:38"	"Raffle"	"blueman00"	"False"	""	"3"	"2"	"1"	"00:01:00"	"0,5"
"5"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-05T05:31:38"	"True"	"True"	"2021-12-05T05:32:39"	"Raffle"	"blueman00"	"False"	""	"7"	"7"	"0"	"00:01:01"	"0,14285714285714285"
"4"	"TimeWarpPower"	"Raffle"	"2021-12-05T07:24:39"	"True"	"True"	"2021-12-05T07:25:40"	"Ruthless"	"blueman00"	"False"	""	"3"	"2"	"1"	"00:01:01"	"0,5"
"5"	"SuperchargeMinePower"	"Raffle"	"2021-12-05T07:38:40"	"True"	"True"	"2021-12-05T07:39:40"	"Raffle"	"blueman00"	"False"	""	"3"	"2"	"1"	"00:01:00"	"0,5"
"5"	"None"	"Raffle"	"2021-12-05T07:53:40"	"True"	"False"	"2021-12-05T07:54:40"	"Raffle"	""	"False"	""	"0"	"0"	"0"	"00:01:00"	"∞"
"12"	"TimeWarpPower"	"Raffle"	"2021-12-05T09:33:40"	"True"	"True"	"2021-12-05T09:34:41"	"Raffle"	"SkekUng"	"False"	""	"5"	"5"	"0"	"00:01:01"	"0,2"
"6"	"TimeWarpPower"	"Raffle"	"2021-12-05T10:35:41"	"True"	"True"	"2021-12-05T10:36:41"	"Raffle"	"Captain Ab"	"False"	""	"2"	"2"	"0"	"00:01:00"	"0,5"
"6"	"None"	"Raffle"	"2021-12-05T12:25:41"	"True"	"True"	"2021-12-05T12:26:42"	"Raffle"	"Gruhntt"	"False"	""	"7"	"5"	"2"	"00:01:01"	"0,2"
"4"	"SuperchargeMinePower"	"Raffle"	"2021-12-05T12:52:42"	"True"	"True"	"2021-12-05T12:53:42"	"Raffle"	"Madkytle"	"False"	""	"7"	"6"	"1"	"00:01:00"	"0,16666666666666666"
"5"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-05T14:28:42"	"True"	"True"	"2021-12-05T14:29:42"	"Wafaffle"	"JK_3"	"False"	""	"3"	"3"	"0"	"00:01:00"	"0,3333333333333333"
"3"	"FreeCachePower"	"Raffle"	"2021-12-05T16:05:42"	"True"	"True"	"2021-12-05T16:06:43"	"Raffle"	"Tread"	"False"	""	"11"	"10"	"1"	"00:01:01"	"0,1"
"7"	"SuperchargeMinePower"	"Raffle"	"2021-12-05T17:21:43"	"True"	"True"	"2021-12-05T17:22:43"	"Raffle"	"Captain Ab"	"False"	""	"7"	"7"	"0"	"00:01:00"	"0,14285714285714285"
"4"	"FogBusterPower"	"Raffle"	"2021-12-05T18:02:43"	"True"	"True"	"2021-12-05T18:03:43"	"Raffle"	"stinkfoot"	"False"	""	"7"	"7"	"0"	"00:01:00"	"0,14285714285714285"
"4"	"None"	"Raffle"	"2021-12-05T19:43:43"	"True"	"True"	"2021-12-05T19:44:44"	"Raffle"	"stinkfoot"	"False"	""	"6"	"6"	"0"	"00:01:01"	"0,16666666666666666"
"5"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-05T21:27:44"	"True"	"True"	"2021-12-05T21:28:44"	"Raffle"	"blueman00"	"False"	""	"7"	"6"	"1"	"00:01:00"	"0,16666666666666666"
"3"	"InspireMercenariesPower"	"Raffle"	"2021-12-05T23:16:44"	"True"	"True"	"2021-12-05T23:17:45"	"Raffle"	"blueman00"	"False"	""	"5"	"5"	"0"	"00:01:01"	"0,2"
"5"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-05T23:44:45"	"True"	"True"	"2021-12-05T23:45:45"	"Raffle"	"blueman00"	"False"	""	"7"	"7"	"0"	"00:01:00"	"0,14285714285714285"
"7"	"FreeCachePower"	"Raffle"	"2021-12-06T01:04:45"	"True"	"True"	"2021-12-06T01:05:45"	"Raffle"	"Saltar"	"False"	""	"5"	"5"	"0"	"00:01:00"	"0,2"
"6"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-06T02:51:46"	"True"	"True"	"2021-12-06T02:52:46"	"Raffle"	"stinkfoot"	"False"	""	"5"	"3"	"2"	"00:01:00"	"0,3333333333333333"
"5"	"None"	"Raffle"	"2021-12-06T03:16:46"	"True"	"True"	"2021-12-06T03:17:46"	"Raffle"	"Blanky"	"False"	""	"6"	"6"	"0"	"00:01:00"	"0,16666666666666666"
"6"	"TimeWarpPower"	"Raffle"	"2021-12-06T04:48:47"	"True"	"True"	"2021-12-06T04:49:47"	"Raffle"	"stinkfoot"	"False"	""	"5"	"4"	"1"	"00:01:00"	"0,25"
"5"	"InspireMercenariesPower"	"Raffle"	"2021-12-06T06:22:47"	"True"	"False"	"2021-12-06T06:23:48"	"Raffle"	""	"False"	""	"3"	"0"	"3"	"00:01:01"	"∞"
"53"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-06T07:05:48"	"True"	"True"	"2021-12-06T07:06:48"	"Raffle"	"Splat"	"False"	""	"3"	"3"	"0"	"00:01:00"	"0,3333333333333333"
"3"	"FreeCachePower"	"Raffle"	"2021-12-06T08:30:48"	"True"	"True"	"2021-12-06T08:31:49"	"Raffle"	"Leia - Pri"	"False"	""	"5"	"4"	"1"	"00:01:01"	"0,25"
"5"	"FreeCachePower"	"Raffle"	"2021-12-06T10:21:49"	"True"	"True"	"2021-12-06T10:22:49"	"Raffle"	"JK_3"	"False"	""	"4"	"3"	"1"	"00:01:00"	"0,3333333333333333"
"5"	"SuperchargeMinePower"	"Raffle"	"2021-12-06T10:59:49"	"True"	"True"	"2021-12-06T11:00:49"	"Raffle"	"Captain Ab"	"False"	""	"6"	"6"	"0"	"00:01:00"	"0,16666666666666666"
"4"	"SuperchargeMinePower"	"Raffle"	"2021-12-06T11:50:50"	"True"	"True"	"2021-12-06T11:51:50"	"Raffle"	"JK_3"	"False"	""	"5"	"5"	"0"	"00:01:00"	"0,2"
"6"	"SuperchargeMinePower"	"Raffle"	"2021-12-06T12:02:50"	"True"	"True"	"2021-12-06T12:03:50"	"Raffle"	"JK_3"	"False"	""	"3"	"2"	"1"	"00:01:00"	"0,5"
"4"	"None"	"Raffle"	"2021-12-06T12:19:51"	"True"	"True"	"2021-12-06T12:20:51"	"Raffle"	"Z"	"False"	""	"5"	"5"	"0"	"00:01:00"	"0,2"
"4"	"SuperchargeMinePower"	"Waffle"	"2021-12-06T14:18:51"	"True"	"True"	"2021-12-06T14:19:51"	"Raffle"	"Z"	"False"	""	"4"	"4"	"0"	"00:01:00"	"0,25"
"7"	"FreeCachePower"	"Raffle"	"2021-12-06T16:11:51"	"True"	"True"	"2021-12-06T16:12:52"	"Raffle"	"mickeymous"	"False"	""	"13"	"11"	"2"	"00:01:01"	"0,09090909090909091"
"3"	"FreeCachePower"	"Raffle"	"2021-12-06T17:17:52"	"True"	"True"	"2021-12-06T17:18:52"	"Raffle"	"Gunk"	"False"	""	"9"	"9"	"0"	"00:01:00"	"0,1111111111111111"
"4"	"FreeCachePower"	"Raffle"	"2021-12-06T17:37:52"	"True"	"True"	"2021-12-06T17:38:52"	"Raffle"	"Putt4eagle"	"False"	""	"11"	"11"	"0"	"00:01:00"	"0,09090909090909091"
"5"	"None"	"Raffle"	"2021-12-06T18:50:53"	"True"	"True"	"2021-12-06T18:51:53"	"Raffle"	"WaffleBot"	"False"	""	"8"	"8"	"0"	"00:01:00"	"0,125"
"4"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-06T19:07:53"	"True"	"True"	"2021-12-06T19:08:53"	"Raffle"	"Z"	"False"	""	"10"	"9"	"1"	"00:01:00"	"0,1111111111111111"
"5"	"FreeCachePower"	"Raffle"	"2021-12-06T20:43:53"	"True"	"True"	"2021-12-06T20:44:54"	"Raffle"	"Trump 45 4"	"False"	""	"12"	"10"	"2"	"00:01:01"	"0,1"
"6"	"FreeCachePower"	"Raffle"	"2021-12-06T21:51:54"	"True"	"True"	"2021-12-06T21:52:54"	"Wafaffle"	"JK_3"	"False"	""	"7"	"7"	"0"	"00:01:00"	"0,14285714285714285"
"3"	"MarketRaidPower"	"Raffle"	"2021-12-06T22:36:54"	"True"	"True"	"2021-12-06T22:37:55"	"Raffle"	"inxs"	"False"	""	"11"	"10"	"1"	"00:01:01"	"0,1"
"7"	"FreeCachePower"	"Raffle"	"2021-12-07T00:18:55"	"True"	"True"	"2021-12-07T00:19:55"	"Raffle"	"Saltar"	"False"	""	"11"	"10"	"1"	"00:01:00"	"0,1"
"5"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-07T01:59:12"	"True"	"True"	"2021-12-07T02:00:12"	"Raffle"	"jonhybd"	"False"	""	"8"	"8"	"0"	"00:01:00"	"0,125"
"4"	"None"	"Raffle"	"2021-12-07T03:12:12"	"True"	"True"	"2021-12-07T03:13:13"	"Raffle"	"Gruhntt"	"False"	""	"7"	"6"	"1"	"00:01:01"	"0,16666666666666666"
"5"	"SuperchargeMinePower"	"Raffle"	"2021-12-07T04:31:13"	"True"	"True"	"2021-12-07T04:32:13"	"Raffle"	"ZombieSlay"	"False"	""	"4"	"3"	"1"	"00:01:00"	"0,3333333333333333"
"2"	"FreeCachePower"	"Raffle"	"2021-12-07T05:23:13"	"True"	"True"	"2021-12-07T05:24:13"	"Raffle"	"l4v.r0v"	"False"	""	"11"	"10"	"1"	"00:01:00"	"0,1"
"6"	"PoorArtifact"	"Raffle"	"2021-12-07T05:54:13"	"True"	"True"	"2021-12-07T05:55:14"	"Raffle"	"Trump 45 4"	"False"	""	"10"	"9"	"1"	"00:01:01"	"0,1111111111111111"
"5"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-07T07:29:14"	"True"	"True"	"2021-12-07T07:30:14"	"Raffle"	"Evil Jevil"	"False"	""	"6"	"3"	"3"	"00:01:00"	"0,3333333333333333"
"5"	"PoorArtifact"	"Raffle"	"2021-12-07T09:08:14"	"True"	"True"	"2021-12-07T09:09:15"	"Raffle"	"UnFairerOr"	"False"	""	"8"	"8"	"0"	"00:01:01"	"0,125"
"5"	"TimeWarpPower"	"Raffle"	"2021-12-07T09:31:15"	"True"	"True"	"2021-12-07T09:32:15"	"Raffle"	"JK_3"	"False"	""	"5"	"5"	"0"	"00:01:00"	"0,2"
"6"	"SuperchargeMinePower"	"Raffle"	"2021-12-07T11:11:15"	"True"	"True"	"2021-12-07T11:12:16"	"Raffle"	"Z"	"False"	""	"5"	"5"	"0"	"00:01:01"	"0,2"
"4"	"SuperChargeArmyCampPower"	"Wafaffle"	"2021-12-07T12:21:16"	"True"	"True"	"2021-12-07T12:22:17"	"Waffle"	"Lefty"	"False"	""	"1"	"1"	"0"	"00:01:01"	"1"
"4"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-07T14:17:17"	"True"	"True"	"2021-12-07T14:18:17"	"Raffle"	"JK_3"	"False"	""	"3"	"2"	"1"	"00:01:00"	"0,5"
"3"	"TimeWarpPower"	"Raffle"	"2021-12-07T14:52:17"	"True"	"True"	"2021-12-07T14:53:18"	"Raffle"	"Nekschot"	"False"	""	"4"	"4"	"0"	"00:01:01"	"0,25"
"4"	"SuperchargeMinePower"	"Raffle"	"2021-12-07T15:20:18"	"True"	"True"	"2021-12-07T15:21:18"	"Raffle"	"krinid"	"False"	""	"1"	"1"	"0"	"00:01:00"	"1"
"7"	"SuperchargeMinePower"	"Raffle"	"2021-12-07T16:17:18"	"True"	"True"	"2021-12-07T16:18:19"	"Raffle"	"Aqua Sama"	"False"	""	"4"	"4"	"0"	"00:01:01"	"0,25"
"64"	"None"	"Raffle"	"2021-12-07T17:26:19"	"True"	"True"	"2021-12-07T17:27:19"	"Raffle"	"krinid"	"False"	""	"10"	"10"	"0"	"00:01:00"	"0,1"
"4"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-07T18:13:19"	"True"	"True"	"2021-12-07T18:14:19"	"Raffle"	"Gunk"	"False"	""	"8"	"6"	"2"	"00:01:00"	"0,16666666666666666"
"4"	"FreeCachePower"	"Waffle"	"2021-12-07T18:56:20"	"True"	"True"	"2021-12-07T18:57:20"	"Waffle"	"JK_3"	"False"	""	"4"	"4"	"0"	"00:01:00"	"0,25"
"5"	"FreeCachePower"	"Raffle"	"2021-12-07T20:47:20"	"True"	"True"	"2021-12-07T20:48:20"	"Raffle"	"l4v.r0v"	"False"	""	"10"	"10"	"0"	"00:01:00"	"0,1"
"5"	"FreeCachePower"	"Raffle"	"2021-12-07T21:24:20"	"True"	"True"	"2021-12-07T21:25:20"	"Raffle"	"mickeymous"	"False"	""	"12"	"12"	"0"	"00:01:00"	"0,08333333333333333"
"6"	"SuperchargeMinePower"	"Raffle"	"2021-12-07T21:56:21"	"True"	"True"	"2021-12-07T21:57:21"	"Raffle"	"Mike-Al"	"False"	""	"12"	"12"	"0"	"00:01:00"	"0,08333333333333333"
"4"	"PoorArtifact"	"Raffle"	"2021-12-07T22:17:21"	"True"	"True"	"2021-12-07T22:18:21"	"Raffle"	"krinid"	"False"	""	"9"	"9"	"0"	"00:01:00"	"0,1111111111111111"
"6"	"SuperchargeMinePower"	"Raffle"	"2021-12-07T23:00:21"	"True"	"True"	"2021-12-07T23:01:21"	"Raffle"	"JK_3"	"False"	""	"12"	"11"	"1"	"00:01:00"	"0,09090909090909091"
"3"	"FreeCachePower"	"Raffle"	"2021-12-08T00:08:22"	"True"	"True"	"2021-12-08T00:09:22"	"Raffle"	"blueman00"	"False"	""	"9"	"8"	"1"	"00:01:00"	"0,125"
"5"	"TimeWarpPower"	"Raffle"	"2021-12-08T01:59:22"	"True"	"True"	"2021-12-08T02:00:22"	"Raffle"	"Z"	"False"	""	"3"	"2"	"1"	"00:01:00"	"0,5"
"6"	"SuperchargeMinePower"	"Raffle"	"2021-12-08T03:22:22"	"True"	"True"	"2021-12-08T03:23:23"	"Raffle"	"Psyduck"	"False"	""	"9"	"7"	"2"	"00:01:01"	"0,14285714285714285"
"5"	"FreeCachePower"	"Raffle"	"2021-12-08T04:01:23"	"True"	"True"	"2021-12-08T04:02:23"	"Raffle"	"l4v.r0v"	"False"	""	"10"	"10"	"0"	"00:01:00"	"0,1"
"54"	"MarketRaidPower"	"Raffle"	"2021-12-08T04:38:23"	"True"	"True"	"2021-12-08T04:39:23"	"Raffle"	"stinkfoot"	"False"	""	"12"	"12"	"0"	"00:01:00"	"0,08333333333333333"
"5"	"FreeCachePower"	"Raffle"	"2021-12-08T04:49:23"	"True"	"True"	"2021-12-08T04:50:24"	"Raffle"	"jonhybd"	"False"	""	"11"	"11"	"0"	"00:01:01"	"0,09090909090909091"
"4"	"FreeCachePower"	"Raffle"	"2021-12-08T06:23:24"	"True"	"True"	"2021-12-08T06:24:24"	"Raffle"	"Kcebnroh"	"False"	""	"8"	"7"	"1"	"00:01:00"	"0,14285714285714285"
"5"	"TimeWarpPower"	"Raffle"	"2021-12-08T07:51:24"	"True"	"True"	"2021-12-08T07:52:25"	"Raffle"	"krinid"	"False"	""	"6"	"5"	"1"	"00:01:01"	"0,2"
"4"	"TimeWarpPower"	"Raffle"	"2021-12-08T09:12:25"	"True"	"True"	"2021-12-08T09:13:25"	"Wafaffle"	"Leia - Pri"	"False"	""	"8"	"8"	"0"	"00:01:00"	"0,125"
"5"	"FreeCachePower"	"Raffle"	"2021-12-08T09:29:25"	"True"	"True"	"2021-12-08T09:30:25"	"Raffle"	"inxs"	"False"	""	"9"	"8"	"1"	"00:01:00"	"0,125"
"6"	"FogBusterPower"	"Raffle"	"2021-12-08T10:10:25"	"True"	"True"	"2021-12-08T10:11:26"	"Raffle"	"Kcebnroh"	"False"	""	"3"	"3"	"0"	"00:01:01"	"0,3333333333333333"
"4"	"SuperchargeMinePower"	"Raffle"	"2021-12-08T10:32:26"	"True"	"True"	"2021-12-08T10:33:26"	"Raffle"	"Gruhntt"	"False"	""	"6"	"5"	"1"	"00:01:00"	"0,2"
"6"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-08T11:04:26"	"True"	"True"	"2021-12-08T11:05:26"	"Raffle"	"Kcebnroh"	"False"	""	"3"	"3"	"0"	"00:01:00"	"0,3333333333333333"
"51"	"None"	"Raffle"	"2021-12-08T11:18:26"	"True"	"True"	"2021-12-08T11:19:27"	"Raffle"	"Kcebnroh"	"False"	""	"6"	"6"	"0"	"00:01:01"	"0,16666666666666666"
"6"	"FreeCachePower"	"Raffle"	"2021-12-08T12:02:27"	"True"	"True"	"2021-12-08T12:03:27"	"Raffle"	"JK_3"	"False"	""	"4"	"4"	"0"	"00:01:00"	"0,25"
"5"	"SuperchargeMinePower"	"Raffle"	"2021-12-08T13:36:27"	"True"	"True"	"2021-12-08T13:37:27"	"Raffle"	"inxs"	"False"	""	"8"	"7"	"1"	"00:01:00"	"0,14285714285714285"
"5"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-08T13:58:28"	"True"	"True"	"2021-12-08T13:59:28"	"Raffle"	"JK_3"	"False"	""	"6"	"6"	"0"	"00:01:00"	"0,16666666666666666"
"3"	"FreeCachePower"	"Raffle"	"2021-12-08T15:16:28"	"True"	"True"	"2021-12-08T15:17:28"	"Raffle"	"Olkani [PG"	"False"	""	"2"	"2"	"0"	"00:01:00"	"0,5"
"2"	"FreeCachePower"	"Raffle"	"2021-12-08T17:10:28"	"True"	"True"	"2021-12-08T17:11:29"	"Raffle"	"stinkfoot"	"False"	""	"12"	"11"	"1"	"00:01:01"	"0,09090909090909091"
"5"	"SuperchargeMinePower"	"Raffle"	"2021-12-08T18:18:29"	"True"	"True"	"2021-12-08T18:19:29"	"Raffle"	"Lefty"	"False"	""	"8"	"7"	"1"	"00:01:00"	"0,14285714285714285"
"6"	"TimeWarpPower"	"Raffle"	"2021-12-08T19:58:29"	"True"	"True"	"2021-12-08T19:59:30"	"Raffle"	"Yazgi"	"False"	""	"15"	"14"	"1"	"00:01:01"	"0,07142857142857142"
"6"	"TimeWarpPower"	"Raffle"	"2021-12-08T21:34:30"	"True"	"True"	"2021-12-08T21:35:30"	"Raffle"	"krinid"	"False"	""	"5"	"4"	"1"	"00:01:00"	"0,25"
"3"	"FreeCachePower"	"Raffle"	"2021-12-08T22:39:30"	"True"	"True"	"2021-12-08T22:40:31"	"Raffle"	"Splat"	"False"	""	"9"	"9"	"0"	"00:01:01"	"0,1111111111111111"
"5"	"InspireMercenariesPower"	"Raffle"	"2021-12-09T00:38:31"	"True"	"True"	"2021-12-09T00:39:31"	"Raffle"	"JK_3"	"False"	""	"8"	"7"	"1"	"00:01:00"	"0,14285714285714285"
"5"	"TimeWarpPower"	"Raffle"	"2021-12-09T01:57:31"	"True"	"True"	"2021-12-09T01:58:31"	"Raffle"	"Evil Jevil"	"False"	""	"6"	"2"	"4"	"00:01:00"	"0,5"
"7"	"None"	"Raffle"	"2021-12-09T02:29:32"	"True"	"True"	"2021-12-09T02:30:32"	"Raffle"	"l4v.r0v"	"False"	""	"8"	"8"	"0"	"00:01:00"	"0,125"
"3"	"MarketRaidPower"	"Raffle"	"2021-12-09T04:28:32"	"True"	"True"	"2021-12-09T04:29:32"	"Raffle"	"stinkfoot"	"False"	""	"8"	"5"	"3"	"00:01:00"	"0,2"
"6"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-09T06:15:32"	"True"	"True"	"2021-12-09T06:16:33"	"Raffle"	"Blocked Ac"	"False"	""	"5"	"5"	"0"	"00:01:01"	"0,2"
"3"	"SuperchargeMinePower"	"Raffle"	"2021-12-09T07:04:33"	"True"	"True"	"2021-12-09T07:05:33"	"Raffle"	"TR-8R"	"False"	""	"3"	"3"	"0"	"00:01:00"	"0,3333333333333333"
"4"	"TimeWarpPower"	"Raffle"	"2021-12-09T08:37:33"	"True"	"True"	"2021-12-09T08:38:33"	"Raffle"	"Meow Meow "	"False"	""	"3"	"2"	"1"	"00:01:00"	"0,5"
"5"	"SuperchargeMinePower"	"Raffle"	"2021-12-09T09:48:34"	"True"	"True"	"2021-12-09T09:49:34"	"Raffle"	"inxs"	"False"	""	"3"	"2"	"1"	"00:01:00"	"0,5"
"4"	"SuperchargeMinePower"	"Raffle"	"2021-12-09T10:10:34"	"True"	"True"	"2021-12-09T10:11:34"	"Raffle"	"Captain Ab"	"False"	""	"4"	"4"	"0"	"00:01:00"	"0,25"
"5"	"FreeCachePower"	"Raffle"	"2021-12-09T11:46:34"	"True"	"True"	"2021-12-09T11:47:35"	"Raffle"	"UnFairerOr"	"False"	""	"1"	"1"	"0"	"00:01:01"	"1"
"5"	"None"	"Raffle"	"2021-12-09T13:08:35"	"True"	"True"	"2021-12-09T13:09:35"	"Raffle"	"JK_3"	"False"	""	"2"	"2"	"0"	"00:01:00"	"0,5"
"4"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-09T13:43:35"	"True"	"True"	"2021-12-09T13:44:36"	"Raffle"	"allusernam"	"False"	""	"5"	"5"	"0"	"00:01:01"	"0,2"
"54"	"FreeCachePower"	"Raffle"	"2021-12-09T15:24:36"	"True"	"True"	"2021-12-09T15:25:36"	"Raffle"	"inxs"	"False"	""	"5"	"4"	"1"	"00:01:00"	"0,25"
"6"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-09T15:59:36"	"True"	"True"	"2021-12-09T16:00:37"	"Raffle"	"faxfox"	"False"	""	"8"	"8"	"0"	"00:01:01"	"0,125"
"4"	"FreeCachePower"	"Raffle"	"2021-12-09T16:38:37"	"True"	"True"	"2021-12-09T16:39:37"	"Raffle"	"inxs"	"False"	""	"8"	"8"	"0"	"00:01:00"	"0,125"
"2"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-09T18:10:37"	"True"	"True"	"2021-12-09T18:11:37"	"Raffle"	"TR-8R"	"False"	""	"8"	"6"	"2"	"00:01:00"	"0,16666666666666666"
"5"	"TimeWarpPower"	"Raffle"	"2021-12-09T18:26:37"	"True"	"True"	"2021-12-09T18:27:38"	"Raffle"	"JK_3"	"False"	""	"3"	"3"	"0"	"00:01:01"	"0,3333333333333333"
"6"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-09T18:46:38"	"True"	"True"	"2021-12-09T18:47:38"	"Raffle"	"WaffleBot"	"False"	""	"3"	"3"	"0"	"00:01:00"	"0,3333333333333333"
"5"	"FreeCachePower"	"Raffle"	"2021-12-09T19:49:38"	"True"	"True"	"2021-12-09T19:50:39"	"Raffle"	"Captain Ab"	"False"	""	"8"	"8"	"0"	"00:01:01"	"0,125"
"6"	"FogBusterPower"	"Raffle"	"2021-12-09T20:08:39"	"True"	"True"	"2021-12-09T20:09:39"	"Raffle"	"Darkness W"	"False"	""	"10"	"10"	"0"	"00:01:00"	"0,1"
"5"	"FreeCachePower"	"Raffle"	"2021-12-09T22:07:39"	"True"	"True"	"2021-12-09T22:08:40"	"Raffle"	"Gunk"	"False"	""	"10"	"9"	"1"	"00:01:01"	"0,1111111111111111"
"5"	"None"	"Raffle"	"2021-12-09T22:26:40"	"True"	"True"	"2021-12-09T22:27:40"	"Raffle"	"krinid"	"False"	""	"4"	"4"	"0"	"00:01:00"	"0,25"
"5"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-09T22:58:40"	"True"	"True"	"2021-12-09T22:59:40"	"Raffle"	"Xxylox"	"False"	""	"9"	"7"	"2"	"00:01:00"	"0,14285714285714285"
"6"	"TimeWarpPower"	"Raffle"	"2021-12-10T00:06:40"	"True"	"True"	"2021-12-10T00:07:41"	"Raffle"	"Gunk"	"False"	""	"5"	"5"	"0"	"00:01:01"	"0,2"
"5"	"FreeCachePower"	"Raffle"	"2021-12-10T01:54:41"	"True"	"True"	"2021-12-10T01:55:41"	"Raffle"	"blueman00"	"False"	""	"2"	"2"	"0"	"00:01:00"	"0,5"
"6"	"FogBusterPower"	"Waffle"	"2021-12-10T03:04:41"	"True"	"True"	"2021-12-10T03:05:41"	"Raffle"	"Kcebnroh"	"False"	""	"8"	"7"	"1"	"00:01:00"	"0,14285714285714285"
"7"	"InspireMercenariesPower"	"Raffle"	"2021-12-10T04:52:41"	"True"	"True"	"2021-12-10T04:53:42"	"Raffle"	"blueman00"	"False"	""	"9"	"9"	"0"	"00:01:01"	"0,1111111111111111"
"4"	"None"	"Raffle"	"2021-12-10T06:43:42"	"True"	"True"	"2021-12-10T06:44:42"	"Raffle"	"stinkfoot"	"False"	""	"8"	"8"	"0"	"00:01:00"	"0,125"
"5"	"SuperChargeArmyCampPower"	"Raffle"	"2021-12-10T08:14:42"	"True"	"True"	"2021-12-10T08:15:43"	"Raffle"	"krinid"	"False"	""	"8"	"8"	"0"	"00:01:01"	"0,125"
"62"	"FreeCachePower"	"Raffle"	"2021-12-10T09:05:43"	"True"	"True"	"2021-12-10T09:06:43"	"Raffle"	"Psyduck"	"False"	""	"6"	"6"	"0"	"00:01:00"	"0,16666666666666666"
"6"	"None"	"Raffle"	"2021-12-10T10:32:43"	"True"	"True"	"2021-12-10T10:33:43"	"Ruthless"	"Parsifal"	"False"	""	"10"	"8"	"2"	"00:01:00"	"0,125"
"3"	"None"	"Raffle"	"2021-12-10T11:10:43"	"True"	"True"	"2021-12-10T11:11:44"	"Raffle"	"UTB"	"False"	""	"9"	"9"	"0"	"00:01:01"	"0,1111111111111111"
"5"	"FreeCachePower"	"Raffle"	"2021-12-10T11:55:44"	"True"	"True"	"2021-12-10T11:56:44"	"Ruthless"	"inxs"	"False"	""	"9"	"9"	"0"	"00:01:00"	"0,1111111111111111"
"4"	"PoorArtifact"	"Raffle"	"2021-12-10T12:26:44"	"True"	"True"	"2021-12-10T12:27:44"	"Raffle"	"Wil"	"False"	""	"8"	"8"	"0"	"00:01:00"	"0,125"
